_id,Fiscal Year,Fiscal Period,Month,Information Date,Branch,Service,SSC Client,Metric Name,Value,Metric Type
481,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
482,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
483,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),190.5,Non Cumulative
484,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
485,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
486,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
487,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1112.98,Non Cumulative
488,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
489,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
490,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
491,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),45.5,Non Cumulative
492,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
493,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
494,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
495,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),430,Non Cumulative
496,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
497,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
498,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
499,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),190.9,Non Cumulative
500,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
501,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
502,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
503,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1102.85,Non Cumulative
504,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
505,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
506,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
507,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),105.39,Non Cumulative
508,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
509,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
510,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
511,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),415,Non Cumulative
512,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
513,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
514,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
515,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),195.3,Non Cumulative
516,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
517,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
518,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
519,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1071,Non Cumulative
520,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
521,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
522,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
523,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),105,Non Cumulative
524,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
525,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
526,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
527,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),473,Non Cumulative
528,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
529,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
530,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
531,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),199.1,Non Cumulative
532,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
533,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
534,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
535,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1082.97,Non Cumulative
536,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
537,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
538,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
539,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),111.1,Non Cumulative
540,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
541,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
542,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
543,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),473,Non Cumulative
544,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
545,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
546,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
547,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),218,Non Cumulative
548,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
549,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
550,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
551,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1102,Non Cumulative
552,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
553,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
554,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
555,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),125,Non Cumulative
556,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
557,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
558,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
559,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),483,Non Cumulative
560,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
561,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
562,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
563,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),203,Non Cumulative
564,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
565,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
566,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
567,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1102,Non Cumulative
568,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
569,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
570,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
571,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),142,Non Cumulative
572,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
573,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
574,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
575,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),479,Non Cumulative
576,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
577,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
578,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
579,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),197.1,Non Cumulative
580,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
581,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
582,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
583,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1108.63,Non Cumulative
584,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
585,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
586,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
